,Names,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Abilities,Creators
6155,Ultra-Monitor,100,100,100,100,100,100,90,"['Absorption', 'Acausality', 'Accelerated Healing', 'Adaptation', 'Afterimage Creation', 'Agility', 'Animal Control', 'Animation', 'Antimatter Manipulation', 'Astral Projection', 'Attack Negation', 'Attack Reflection', 'Aura', 'Black Hole Manipulation', 'Body Puppetry', 'Bullet Time', 'Causality Manipulation', 'Causality Resistance', 'Chaos Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Cosmic Awareness', 'Creation', 'Curse Manipulation', 'Curse Resistance', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Darkforce Manipulation', 'Death Manipulation', 'Death Touch', 'Decay Embodiment', 'Density Control', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Dream Manipulation', 'Duplication', 'Durability', 'Durability Negation', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Element Control', 'Elemental Transmogrification', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Existence Erasure', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Flight', 'Force Fields', 'Fusion', 'Godly Physiology', 'Grim Reaping', 'Heat Generation', 'Heat Resistance', 'Higher Dimensional Manipulation', 'Hyperkinesis', 'Hypnokinesis', 'Illumination', 'Illusion Resistance', 'Illusions', 'Immortality', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Large Size', 'Law Manipulation', 'Levitation', 'Life Manipulation', 'Longevity', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Matter Absorption', 'Matter Manipulation', 'Memory Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Molecular Combustion', 'Molecular Dissipation', 'Molecular Immobilization', 'Molecular Manipulation', 'Molecular Oscillation', 'Multiple Personalities', 'Necromancy', 'Nigh-Omnipresence', 'Nigh-Omniscience', 'Non-Corporeal', 'Non-Physical Interaction', 'Nothingness Aspect Manifestation', 'Omnikinesis', 'Omnilingualism', 'Pain Manipulation', 'Pain Suppression', 'Perception Manipulation', 'Phasing', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Augmentation', 'Power Mimicry Immunity', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Power Suit', 'Precognition', 'Preparation', 'Projection', 'Psychometry', 'Quantum Manipulation', 'Radiation Absorption', 'Radiation Control', 'Radiation Immunity', 'Reactive Evolution', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Regeneration', 'Regeneration Negation', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Sense Manipulation', 'Shadow Manipulation', 'Size Changing', 'Soul Manipulation', 'Soul Resistance', 'Sound Manipulation', 'Spaceflight', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Subjective Reality', 'Summoning', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Technopath/Cyberpath', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Timeframe Control', 'Toxin and Disease Resistance', 'Transformation', 'Transmutation', 'Underwater breathing', 'Vibration Manipulation', 'Vision - Cryo', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Vitakinesis', 'Vortex Creation', 'Water Control', 'Weapon-based Powers', 'Weather Control', 'Willpower Inducement', 'Willpower Manipulation', 'Wind Control', 'Wishing', 'Ability Shift', 'Fire Control', 'Indomitable Will', 'Jump', 'Magic', 'Plasma Manipulation', 'Power Absorption Immunity', 'Power Bestowal', 'Shapeshifting', 'Transduality', 'Weapon Creation', 'Weapons Master']",DC Comics
6156,Ultraa,0,0,0,0,0,0,0,,DC Comics
6157,Ultragirl,0,0,0,0,0,0,0,,DC Comics
6158,Ultraman,75,100,100,85,90,70,60,"['Absorption', 'Agility', 'Aura', 'Bloodlust', 'Cold Resistance', 'Dexterity', 'Dimensional Travel', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Heal', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Laser Manipulation', 'Longevity', 'Molecular Oscillation', 'Phasing', 'Psionic Powers', 'Radiation Absorption', 'Radiation Immunity', 'Reality Warping Resistance', 'Reflexes', 'Spaceflight', 'Stamina', 'Super Breath', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Underwater breathing', 'Vision - Cryo', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Accelerated Healing', 'Adaptation', 'Berserk Mode', 'Energy Resistance', 'Enhanced Memory', 'Gravity Control', 'Indomitable Will', 'Information Analysis', 'Master Tactician', 'Power Nullifier', 'Projection', 'Regeneration', 'Self-Sustenance', 'Statistics Amplification', 'Time Travel', 'Vaporising Beams', 'Vibration Manipulation', 'Bullet Time', 'Electricity Resistance', 'Immortality']",DC Comics
6159,Ultraman,75,100,80,80,100,65,60,"['Accelerated Healing', 'Cold Resistance', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Senses', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Intelligence', 'Jump', 'Reflexes', 'Super Speed', 'Super Strength', 'Absorption', 'Acrobatics', 'Agility', 'Dexterity', 'Energy Beams', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Heat Generation', 'Indomitable Will', 'Interstellar Travel', 'Marksmanship', 'Phasing', 'Radiation Immunity', 'Regeneration', 'Stealth', 'Super Breath', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Bloodlust', 'Clairvoyance', 'Invulnerability', 'Self-Sustenance']",DC Comics
6160,Ultraman,0,0,0,0,0,0,0,,DC Comics
6161,Ultraman,0,0,0,0,0,0,0,,DC Comics
6162,Ultramax,0,0,0,0,0,0,0,,DC Comics
6163,Ultraviolet,0,0,0,0,0,0,0,,DC Comics
6164,Ultraviolet Lantern,70,100,100,100,100,80,60,"['Acid Resistants', 'Agility', 'Animation', 'Cold Resistance', 'Creation', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Interstellar Travel', 'Invulnerability', 'Lantern Power Ring', 'Levitation', 'Projection', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Spaceflight', 'Stamina', 'Statistics Amplification', 'Toxin and Disease Resistance', 'Weapon Creation', 'Weapon-based Powers', 'Willpower Manipulation', 'Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Adaptation', 'Attack Reflection', 'Causality Resistance', 'Clairvoyance Resistance', 'Cloth Manipulation', 'Corruption Resistance', 'Cosmic Awareness', 'Danger Sense', 'Dimensional Awareness', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Touch', 'Hacking', 'Hellfire Resistance', 'Indomitable Will', 'Information Analysis', 'Invisibility', 'Light Control', 'Master Martial Artist', 'Master Tactician', 'Mechanical Aptitude', 'Mind Control Resistance', 'Omnilingualism', 'Phasing', 'Portal Creation', 'Power Suit', 'Precognition', 'Radar Sense', 'Radiation Control', 'Regeneration', 'Shockwaves Generation', 'Spatial Awareness', 'Teleportation', 'Vehicular Mastery', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Weapon Summoning', 'Weapons Master', 'Existence Erasure Resistance', 'Possession Resistance', 'Power Nullifier', 'Soul Resistance', 'Time Manipulation Resistance', 'Time Travel']",DC Comics
6165,Ultraviolet Lantern,0,0,0,0,0,0,0,,DC Comics
6166,Ultrawoman,0,0,0,0,0,0,0,,DC Comics
6167,Ulysses,0,0,0,0,0,0,0,,DC Comics
6168,Umbrax,0,0,0,0,0,0,0,,DC Comics
6169,Uncle Marvel,0,0,0,0,0,0,0,,DC Comics
6170,Uncle Sam,70,95,85,80,80,55,30,"['Cold Resistance', 'Durability', 'Heal', 'Invulnerability', 'Longevity', 'Stamina', 'Super Speed', 'Super Strength', 'Dimensional Travel', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Illusions', 'Immortality', 'Jump', 'Levitation', 'Possession', 'Reflexes', 'Resurrection', 'Size Changing', 'Telepathy', 'Teleportation', 'Clairvoyance', 'Duplication']",DC Comics
6171,Uncle Sam,70,30,25,40,80,65,20,"['Durability', 'Intelligence', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Agility', 'Endurance', 'Enhanced Senses', 'Indomitable Will', 'Marksmanship', 'Regeneration', 'Stealth', 'Accelerated Healing', 'Cold Resistance', 'Electricity Resistance', 'Energy Resistance', 'Fire Resistance', 'Heat Resistance', 'Invulnerability', 'Jump', 'Size Changing']",DC Comics
6172,Union,0,0,0,0,0,0,0,,DC Comics
6173,Unity Kinkaid,0,0,0,0,0,0,0,,DC Comics
6174,Universo,0,0,0,0,0,0,0,,DC Comics
6175,Unknown Soldier,0,0,0,0,0,0,0,,DC Comics
6176,Upside Down Man,100,100,100,100,100,80,90,"['Absorption', 'Accelerated Development', 'Accelerated Healing', 'Acid Manipulation', 'Acid Resistants', 'Acidic Spit', 'Adaptation', 'Afterimage Creation', 'Age Manipulation', 'Agility', 'Animal Attributes', 'Animal Control', 'Animal Oriented Powers', 'Animation', 'Antimatter Manipulation', 'Arcane Magic', 'Astral Projection', 'Astral Trap', 'Attack Negation', 'Attack Reflection', 'Audio Control', 'Banish', 'Biokinesis', 'Blood Manipulation', 'Body Puppetry', 'Bone Manipulation', 'Camouflage', 'Chaos Magic', 'Chaos Manipulation', 'Chemokinesis', 'Chi Manipulation', 'Clairvoyance', 'Cloaking', 'Cold Resistance', 'Corruption', 'Cosmic Awareness', 'Creation', 'Cryokinesis', 'Curse Manipulation', 'Curse Resistance', 'Danger Sense', 'Dark Arts', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Death Touch', 'Deconstruction', 'Density Control', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Durability Negation', 'Elasticity', 'Electricity Resistance', 'Element Control', 'Empathy', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Exorcism', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Hellfire Resistance', 'Homing Attack', 'Hypnokinesis', 'Illumination', 'Illusions', 'Indomitable Will', 'Information Analysis', 'Intelligence', 'Interstellar Travel', 'Invisibility', 'Invulnerability', 'Jump', 'Latent Abilities', 'Levitation', 'Life Manipulation', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Metaphysics Manipulation', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Multiple Limbs', 'Nigh-Omniscience', 'Non-Corporeal', 'Non-Physical Interaction', 'Omnilingualism', 'Organic Manipulation', 'Pain Manipulation', 'Paralysis', 'Perception Manipulation', 'Phasing', 'Plant Control', 'Plasma Manipulation', 'Portal Creation', 'Possession Resistance', 'Postcognition', 'Power Augmentation', 'Power Bestowal', 'Power Modification', 'Power Nullifier', 'Power Sense', 'Probability Manipulation', 'Projection', 'Psionic Powers', 'Psychometry', 'Quantum Manipulation', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Sealing', 'Seismic Power', 'Self-Sustenance', 'Sense Manipulation', 'Shapeshifting', 'Shockwaves Generation', 'Size Changing', 'Sleep Manipulation', 'Soul Resistance', 'Space Survivability', 'Spatial Manipulation', 'Stamina', 'Stealth', 'Subatomic Manipulation', 'Substance Secretion', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telekinesis', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Time Travel', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Transmutation', 'Umbrakinesis', 'Underwater breathing', 'Unholy Manipulation', 'Unholy Resistance', 'Vaporising Beams', 'Venomous Bite', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Vitakinesis', 'Void Manipulation', 'Vortex Creation', 'Wallcrawling', 'Water Control', 'Weather Control', 'Wind Control', 'Wishing', 'Acausality', 'Acrobatics', 'Anti-Gravity', 'Black Hole Manipulation', 'Causality Manipulation', 'Causality Resistance', 'Clairvoyance Resistance', 'Conceptual Manipulation', 'Corruption Resistance', 'Death Manipulation', 'Dexterity', 'Dimensional Awareness', 'Duplication', 'Existence Erasure', 'Existence Erasure Resistance', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Hellfire Manipulation', 'Higher Dimensional Manipulation', 'Illusion Resistance', 'Immortality', 'Immortality Negation', 'Law Manipulation', 'Light Control', 'Master Tactician', 'Necromancy', 'Omnikinesis', 'Petrification', 'Physics Manipulation', 'Pocket Dimensions', 'Possession', 'Power Absorption', 'Power Absorption Immunity', 'Precognition', 'Radiation Control', 'Reality Warping', 'Reality Warping Resistance', 'Soul Manipulation', 'Subjective Reality', 'Telepathy', 'Time Manipulation', 'Time Manipulation Resistance', 'Timeframe Control', 'Transformation', 'Avatar Creation', 'Berserk Mode', 'Bloodlust', 'Reactive Power Level']",DC Comics
6177,Uranus,0,0,0,0,0,0,0,,DC Comics
6178,Urcell,0,0,0,0,0,0,0,,DC Comics
6179,Uriel,95,100,100,100,100,95,90,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",DC Comics
6180,Uriel,100,55,100,50,100,100,40,"['Angel Physiology', 'Clairvoyance', 'Flight', 'Immortality', 'Nigh-Omniscience', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Accelerated Healing', 'Causality Manipulation', 'Dimensional Travel', 'Godly Physiology', 'Precognition', 'Will Of God', 'Existence Erasure']",DC Comics
6181,Ursa,70,100,100,75,85,90,50,"['Aura', 'Cryokinesis', 'Dexterity', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Touch', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Levitation', 'Master Martial Artist', 'Reflexes', 'Self-Sustenance', 'Space Survivability', 'Spaceflight', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Vision - Heat', 'Weapons Master', 'Absorption', 'Accelerated Healing', 'Acrobatics', 'Afterimage Creation', 'Agility', 'Berserk Mode', 'Bullet Time', 'Cold Resistance', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Indomitable Will', 'Information Analysis', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Marksmanship', 'Master Tactician', 'Radiation Immunity', 'Regeneration', 'Shockwaves Generation', 'Super Breath', 'Underwater breathing', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - X-Ray', 'Immortality']",DC Comics
6182,Ursa,0,0,0,0,0,0,0,,DC Comics
6183,Ursa,60,75,80,85,65,50,30,"['Durability', 'Energy Beams', 'Flight', 'Heat Generation', 'Invulnerability', 'Super Breath', 'Super Speed', 'Super Strength', 'Cold Resistance', 'Cryokinesis', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Heat Resistance', 'Vision - Heat', 'Vision - Telescopic', 'Vision - X-Ray']",DC Comics
6184,Urumi,0,0,0,0,0,0,0,,DC Comics
6185,Urzkartaga,0,0,0,0,0,0,0,,DC Comics
6186,Utu,100,100,100,100,100,100,90,['Nigh-Omnipotence'],DC Comics
6187,Uxas (Pre-Godhood),0,0,0,0,0,0,0,,DC Comics
6188,V,0,0,0,0,0,0,0,,DC Comics
6189,Val Var Garm,0,0,0,0,0,0,0,,DC Comics
6190,Vala,70,100,100,75,80,50,50,"['Durability', 'Endurance', 'Flight', 'Heat Resistance', 'Invulnerability', 'Super Breath', 'Super Speed', 'Super Strength', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray', 'Accelerated Healing', 'Energy Beams', 'Interstellar Travel', 'Longevity', 'Spaceflight']",DC Comics
6191,Validus,0,0,0,0,0,0,0,,DC Comics
6192,Validus,0,0,0,0,0,0,0,,DC Comics
6193,Valkyra,0,0,0,0,0,0,0,,DC Comics
6194,Valmont,0,0,0,0,0,0,0,,DC Comics
6195,Vampira The Queen Of Terror,0,0,0,0,0,0,0,,DC Comics
6196,Vandaemeon,0,0,0,0,0,0,0,,DC Comics
6197,Vandal Savage,85,25,11,40,30,80,20,"['Durability', 'Intelligence', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Super Strength', 'Accelerated Healing', 'Agility', 'Enhanced Senses', 'Immortality', 'Longevity', 'Master Martial Artist', 'Reflexes', 'Resurrection', 'Weapons Master']",DC Comics
6198,Vandal Savage (Last lord of chaos),0,0,0,0,0,0,0,,DC Comics
6199,Vandal Savage,0,0,0,0,0,0,0,,DC Comics
6200,Vandal Savage,90,5,6,15,50,90,10,"['Intelligence', 'Longevity', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Swordsmanship', 'Accelerated Healing', 'Agility', 'Dexterity', 'Endurance', 'Enhanced Memory', 'Immortality', 'Information Analysis', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Regeneration', 'Resurrection', 'Stealth', 'Weapons Master']",DC Comics
6201,Vandal Savage,0,0,0,0,0,0,0,,DC Comics
6202,Vandal Savage,85,5,8,20,30,80,10,"['Durability', 'Intelligence', 'Peak Human Condition', 'Stamina', 'Accelerated Healing', 'Agility', 'Dexterity', 'Endurance', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stealth', 'Swordsmanship', 'Weapons Master', 'Immortality', 'Regeneration', 'Resurrection']",DC Comics
6203,Vandal Savage,0,0,0,0,0,0,0,,DC Comics
6204,Vandal Savage,0,0,0,0,0,0,0,,DC Comics
6205,Vandor,0,0,0,0,0,0,0,,DC Comics
6206,Vanguard,0,0,0,0,0,0,0,,DC Comics
6207,Vanguard,0,0,0,0,0,0,0,,DC Comics
6208,Vapor,0,0,0,0,0,0,0,,DC Comics
6209,Variant,0,0,0,0,0,0,0,,DC Comics
6210,Varix,0,0,0,0,0,0,0,,DC Comics
6211,Vartox,0,0,0,0,0,0,0,,DC Comics
6212,Vartox,0,0,0,0,0,0,0,,DC Comics
6213,Vath Sarn,0,0,0,0,0,0,0,,DC Comics
6214,Vengeance,0,0,0,0,0,0,0,,DC Comics
6215,Vengeance Moth,0,0,0,0,0,0,0,,DC Comics
6216,Venizz,0,0,0,0,0,0,0,,DC Comics
6217,Ventriloquist,65,1,35,12,6,6,10,"['Insanity', 'Explosion Manipulation', 'Master Tactician', 'Weapon-based Powers', 'Weapons Master']",DC Comics
6218,Ventriloquist,0,0,0,0,0,0,0,,DC Comics
6219,Ventriloquist,70,1,1,5,10,1,0,"['Intelligence', 'Information Analysis', 'Insanity', 'Weapon-based Powers', 'Dexterity', 'Social Influencing', 'Weapons Master']",DC Comics
6220,Venus,0,0,0,0,0,0,0,,DC Comics
6221,Veon,0,0,0,0,0,0,0,,DC Comics
6222,Vernon Wells,0,0,0,0,0,0,0,,DC Comics
6223,Veronica Cale,0,0,0,0,0,0,0,,DC Comics
6224,Veronica Cale,0,0,0,0,0,0,0,,DC Comics
6225,Vial,0,0,0,0,0,0,0,,DC Comics
6226,Vibe,60,1,5,10,75,45,40,"['Acrobatics', 'Agility', 'Dimensional Travel', 'Enhanced Senses', 'Psychometry', 'Shockwaves Generation', 'Vibration Manipulation', 'Dimensional Awareness', 'Endurance', 'Jump', 'Power Augmentation', 'Reality Warping']",DC Comics
6227,Vibe,0,0,0,0,0,0,0,,DC Comics
6228,Vibe,0,0,0,0,0,0,0,,DC Comics
6229,Vice,0,0,0,0,0,0,0,,DC Comics
6230,Vicki Grant,0,0,0,0,0,0,0,,DC Comics
6231,Vicki Vale,0,0,0,0,0,0,0,,DC Comics
6232,Victor Zsasz,0,0,0,0,0,0,0,,DC Comics
6233,Vigilante,0,0,0,0,0,0,0,,DC Comics
6234,Vigilante,0,0,0,0,0,0,0,,DC Comics
6235,Vigilante,60,1,7,10,10,70,10,"['Durability', 'Peak Human Condition', 'Stamina', 'Acrobatics', 'Dexterity', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Weapons Master', 'Agility']",DC Comics
6236,Vigilante,0,0,0,0,0,0,0,,DC Comics
6237,Vigilante,65,1,11,20,20,100,10,"['Marksmanship', 'Master Martial Artist', 'Regeneration', 'Weapon-based Powers', 'Weapons Master']",DC Comics
6238,Vigor,0,0,0,0,0,0,0,,DC Comics
6239,Viking,0,0,0,0,0,0,0,,DC Comics
6240,Viking Judge,0,0,0,0,0,0,0,,DC Comics
6241,Viking Prince,0,0,0,0,0,0,0,,DC Comics
6242,Vincent Falcone,0,0,0,0,0,0,0,,DC Comics
6243,Virago,0,0,0,0,0,0,0,,DC Comics
6244,Virman Vundabar,0,0,0,0,0,0,0,,DC Comics
6245,Virtue,0,0,0,0,0,0,0,,DC Comics
6246,Virtuoso,0,0,0,0,0,0,0,,DC Comics
6247,Vishnu,0,0,0,0,0,0,0,,DC Comics
6248,Vixen,65,25,25,20,50,70,20,"['Animal Attributes', 'Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Aura', 'Camouflage', 'Cold Resistance', 'Danger Sense', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Illumination', 'Jump', 'Master Martial Artist', 'Reflexes', 'Stealth', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Wallcrawling', 'Density Control', 'Electrokinesis', 'Regeneration']",DC Comics
6249,Vixen,0,0,0,0,0,0,0,,DC Comics
6250,Vixen II,0,0,0,0,0,0,0,,DC Comics
6251,Vode-M,0,0,0,0,0,0,0,,DC Comics
6252,Vohc,0,0,0,0,0,0,0,,DC Comics
6253,Void,100,100,100,100,100,65,90,['Nigh-Omnipotence'],DC Comics
6254,Volar,0,0,0,0,0,0,0,,DC Comics
6255,Volcana,0,0,0,0,0,0,0,,DC Comics
6256,Volcano Man,0,0,0,0,0,0,0,,DC Comics
6257,Volk,0,0,0,0,0,0,0,,DC Comics
6258,Voltaic,0,0,0,0,0,0,0,,DC Comics
6259,Von Daggle,0,0,0,0,0,0,0,,DC Comics
6260,Voodoo,0,0,0,0,0,0,0,,DC Comics
6261,Vorenus,0,0,0,0,0,0,0,,DC Comics
6262,Vortex,0,0,0,0,0,0,0,,DC Comics
6263,Voz,0,0,0,0,0,0,0,,DC Comics
6264,Vuall,0,0,0,0,0,0,0,,DC Comics
6265,Vulcan,0,0,0,0,0,0,0,,DC Comics
6266,Vulko,0,0,0,0,0,0,0,,DC Comics
6267,Vulko,0,0,0,0,0,0,0,,DC Comics
6268,Vykin The Black,0,0,0,0,0,0,0,,DC Comics
6269,Vyndktvx,0,0,0,0,0,0,0,,DC Comics
6270,Wackyman,0,0,0,0,0,0,0,,DC Comics
6271,Wackyman,0,0,0,0,0,0,0,,DC Comics
6272,Wally The-god Boy,100,75,100,100,100,50,90,"['Nigh-Omnipotence', 'Nigh-Omniscience', 'Omnipresence']",DC Comics
6273,Wam Wam,0,0,0,0,0,0,0,,DC Comics
6274,Wandjina,0,0,0,0,0,0,0,,DC Comics
6275,War,0,0,0,0,0,0,0,,DC Comics
6276,War Eagle,0,0,0,0,0,0,0,,DC Comics
6277,Warbat,0,0,0,0,0,0,0,,DC Comics
6278,Warblade,0,0,0,0,0,0,0,,DC Comics
6279,Warblade,0,0,0,0,0,0,0,,DC Comics
6280,Wardog,0,0,0,0,0,0,0,,DC Comics
6281,Warhawk,0,0,0,0,0,0,0,,DC Comics
6282,Warlord,0,0,0,0,0,0,0,,DC Comics
6283,Warlord,65,10,5,15,25,85,20,"['Durability', 'Endurance', 'Master Tactician', 'Peak Human Condition', 'Stamina', 'Weapons Master', 'Master Martial Artist', 'Weapon-based Powers', 'Fire Control', 'Magic']",DC Comics
6284,Warlord Garlak,0,0,0,0,0,0,0,,DC Comics
6285,Warlord Garlak,0,0,0,0,0,0,0,,DC Comics
6286,Warmaker One,0,0,0,0,0,0,0,,DC Comics
6287,Warmaster,0,0,0,0,0,0,0,,DC Comics
6288,Warmonger,0,0,0,0,0,0,0,,DC Comics
6289,Warp,0,0,0,0,0,0,0,,DC Comics
6290,Warp Wrap,0,0,0,0,0,0,0,,DC Comics
6291,Warrant,0,0,0,0,0,0,0,,DC Comics
6292,Wavelength,0,0,0,0,0,0,0,,DC Comics
6293,Waverider,0,0,0,0,0,0,0,,DC Comics
6294,Waverly Sayre,0,0,0,0,0,0,0,,DC Comics
6295,Weaponeer 666,0,0,0,0,0,0,0,,DC Comics
6296,Weapons Master,0,0,0,0,0,0,0,,DC Comics
6297,Weasel,50,1,50,30,15,100,10,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Enhanced Senses', 'Enhanced Sight', 'Master Martial Artist', 'Reflexes']",DC Comics
6298,Weasel,0,0,0,0,0,0,0,,DC Comics
6299,Weather Girl,0,0,0,0,0,0,0,,DC Comics
6300,Weather Witch,0,0,0,0,0,0,0,,DC Comics
6301,Weather Wizard,0,0,0,0,0,0,0,,DC Comics
6302,Weather Wizard,0,0,0,0,0,0,0,,DC Comics
6303,Weather Wizard,0,0,0,0,0,0,0,,DC Comics
6304,Weather Wizard,0,0,0,0,0,0,0,,DC Comics
6305,Weatherman,0,0,0,0,0,0,0,,DC Comics
6306,Weaver,0,0,0,0,0,0,0,,DC Comics
6307,Web,0,0,0,0,0,0,0,,DC Comics
6308,Weird,0,0,0,0,0,0,0,,DC Comics
6309,Well-Spoken Sonic Lightning Flash,0,0,0,0,0,0,0,,DC Comics
6310,Whip,0,0,0,0,0,0,0,,DC Comics
6311,Whirlwind,0,0,0,0,0,0,0,,DC Comics
6312,Whisper A'Daire,0,0,0,0,0,0,0,,DC Comics
6313,Whisperer,0,0,0,0,0,0,0,,DC Comics
6314,Whistle,0,0,0,0,0,0,0,,DC Comics
6315,Whistling Skull,0,0,0,0,0,0,0,,DC Comics
6316,White Canary,0,0,0,0,0,0,0,,DC Comics
6317,White Canary,0,0,0,0,0,0,0,,DC Comics
