Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Batgirl IV,Taskmaster,66.7,0.0,33.3,Batgirl IV,70.0,1.0,17.0,10.0,12.0,100.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33
Darkseid,Black Racer,25.0,0.0,75.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Black Racer,76.67,96.67,100.0,100.0,100.0,66.67
Thing,Taskmaster,100.0,0.0,0.0,Thing,63.75,97.5,43.75,85.0,75.0,62.5,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33
Carnage,Mad Hatter,0.0,100.0,0.0,Carnage,65.71,42.29,34.86,33.57,60.0,73.57,Mad Hatter,81.67,4.33,1.0,11.0,18.0,16.0
Atrocitus,Blue Beetle,100.0,0.0,0.0,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25
Superwoman,Hyperion,50.0,0.0,50.0,Superwoman,68.33,88.33,76.67,71.67,80.0,66.67,Hyperion,83.75,100.0,91.25,88.75,87.5,81.25
Karate Kid,Taskmaster,61.9,9.5,28.6,Karate Kid,75.0,25.0,25.0,25.0,30.0,100.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33
Kingpin,Batgirl IV,0.0,0.0,100.0,Kingpin,66.25,22.0,14.0,17.5,12.5,65.0,Batgirl IV,70.0,1.0,17.0,10.0,12.0,100.0
Mandarin,Green Lantern,0.0,0.0,100.0,Mandarin,67.5,34.0,25.25,31.5,44.0,61.25,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Green Lantern,Green Lantern,21.4,0.0,78.6,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Captain America,Killer Frost,100.0,0.0,0.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Killer Frost,67.5,9.5,25.5,14.0,32.0,38.5
Superwoman,Ghost Rider,0.0,0.0,100.0,Superwoman,68.33,88.33,76.67,71.67,80.0,66.67,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Air-Walker,Havok,100.0,0.0,0.0,Air-Walker,50.0,100.0,100.0,100.0,90.0,80.0,Havok,62.5,3.0,15.5,12.5,52.5,55.0
Speed,Quicksilver,0.0,0.0,100.0,Speed,50.0,1.0,50.0,7.5,35.0,15.0,Quicksilver,67.0,40.0,73.0,35.4,63.0,53.0
Speedy,Robin II,0.0,0.0,100.0,Speedy,65.0,3.0,11.5,10.0,17.5,80.0,Robin II,70.0,1.0,17.0,10.0,10.0,85.0
Darwin,Storm,0.0,0.0,100.0,Darwin,65.0,1.0,7.0,7.0,60.0,30.0,Storm,63.75,15.25,21.5,30.0,63.75,72.5
Agent Venom,Cyborg,100.0,0.0,0.0,Agent Venom,70.0,25.0,30.0,30.0,65.0,100.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78
Taskmaster,Black Cat,100.0,0.0,0.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33,Black Cat,72.5,45.0,42.0,40.0,57.5,75.0
Cheetah,Brainiac,0.0,0.0,100.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38
Poison Ivy,Kid Flash,100.0,0.0,0.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67,Kid Flash,67.14,11.57,85.0,30.71,81.43,48.57
Robin II,Talia Al Ghul,50.0,0.0,50.0,Robin II,70.0,1.0,17.0,10.0,10.0,85.0,Talia Al Ghul,82.5,13.0,18.5,11.5,15.0,72.5
Red Hulk,Tiger Shark,100.0,0.0,0.0,Red Hulk,85.0,100.0,100.0,100.0,100.0,75.0,Tiger Shark,55.0,75.0,50.0,50.0,55.0,60.0
Red She-Hulk,Aquaman,50.0,0.0,50.0,Red She-Hulk,70.0,100.0,75.0,100.0,80.0,70.0,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73
Angela,Blue Beetle,50.0,0.0,50.0,Angela,70.0,100.0,75.0,60.0,65.0,100.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25
Odin,3-D Man,100.0,0.0,0.0,Odin,95.0,100.0,100.0,100.0,100.0,95.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0
Odin,3-D Man,100.0,0.0,0.0,Odin,99.5,92.5,92.5,95.0,98.0,96.5,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0
Raven,Odin,0.0,0.0,100.0,Raven,76.25,41.5,64.38,63.75,90.0,56.88,Odin,95.0,100.0,100.0,100.0,100.0,95.0
Raven,Odin,0.0,0.0,100.0,Raven,76.25,41.5,64.38,63.75,90.0,56.88,Odin,99.5,92.5,92.5,95.0,98.0,96.5
Red Hood,Shadowcat,50.0,0.0,50.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0
Beast Boy,Dagger,0.0,50.0,50.0,Beast Boy,59.29,20.86,22.43,17.14,42.86,35.0,Dagger,60.0,1.0,5.0,10.0,60.0,45.0
Blue Beetle,Ant-Man,0.0,0.0,100.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67
Wonder Woman,Venompool,25.0,0.0,75.0,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Venompool,65.0,75.0,25.0,100.0,100.0,100.0
Hope Summers,Songbird,100.0,0.0,0.0,Hope Summers,60.0,10.0,25.0,20.0,40.0,60.0,Songbird,65.0,15.0,35.0,25.0,25.0,70.0
Wolfsbane,Lightning Lad,0.0,0.0,100.0,Wolfsbane,60.0,25.0,25.0,20.0,35.0,60.0,Lightning Lad,60.0,5.0,10.0,10.0,55.0,45.0
Katana,Aquaman,0.0,0.0,100.0,Katana,60.0,1.0,15.67,9.67,11.67,86.67,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73
Taskmaster,Nightcrawler,0.0,0.0,100.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0
Sandman,Mera,0.0,0.0,100.0,Sandman,55.0,47.5,21.0,60.0,55.0,40.0,Mera,72.5,30.0,32.5,40.0,65.0,80.0
Bizarro,Nova,0.0,0.0,100.0,Bizarro,35.0,100.0,75.0,83.33,75.0,33.33,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Batman II,Silver Samurai,0.0,0.0,100.0,Batman II,80.0,8.0,20.0,15.0,20.0,90.0,Silver Samurai,45.0,25.0,25.0,20.0,30.0,80.0
Catwoman,Anti-Venom,0.0,0.0,100.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,Anti-Venom,60.0,40.0,25.0,47.5,62.5,72.5
Galactus,Mister Miracle,100.0,0.0,0.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0,Mister Miracle,95.0,77.5,77.5,92.5,90.0,90.0
Brainiac,Beast Boy,100.0,0.0,0.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38,Beast Boy,59.29,20.86,22.43,17.14,42.86,35.0
Etrigan,Power Girl,0.0,0.0,100.0,Etrigan,66.67,75.0,58.33,76.67,73.33,70.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Batman,Captain Boomerang,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Captain Boomerang,55.0,8.0,20.25,10.25,11.25,46.25
Ghost Rider,Green Lantern,100.0,0.0,0.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Green Lantern,Martian Manhunter,0.0,0.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Gladiator,Skaar,50.0,0.0,50.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Skaar,65.0,100.0,100.0,100.0,100.0,85.0
Magneto,Citizen Steel,100.0,0.0,0.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0,Citizen Steel,60.0,75.0,25.0,60.0,60.0,50.0
Venom,Green Lantern,0.0,0.0,100.0,Venom,62.14,30.0,21.43,25.71,52.14,75.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Shazam,Black Mask,100.0,0.0,0.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Black Mask,66.67,9.0,13.0,10.33,11.67,41.67
Metamorpho,Cyborg Superman,33.3,0.0,66.7,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Black Adam,Hawkman,100.0,0.0,0.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0
Batman,The Top,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,The Top,60.0,0.0,80.0,0.0,80.0,0.0
Balder,Banshee,100.0,0.0,0.0,Balder,70.0,75.0,100.0,75.0,70.0,85.0,Banshee,60.0,7.0,25.0,12.5,45.0,57.5
Captain Marvel,Sersi,0.0,0.0,100.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0,Sersi,70.0,35.0,28.5,52.5,92.5,50.0
Captain Marvel,Sersi,0.0,0.0,100.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0,Sersi,70.0,35.0,28.5,52.5,92.5,50.0
Valkyrie,Nova,0.0,0.0,100.0,Valkyrie,69.0,66.0,75.0,71.0,75.0,85.0,Nova,77.0,85.0,100.0,89.0,89.0,74.0
Bizarro,Lar Gand,0.0,0.0,100.0,Bizarro,35.0,100.0,75.0,83.33,75.0,33.33,Lar Gand,75.0,95.0,80.0,75.0,75.0,50.0
Thanos,Nekron,0.0,0.0,100.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07,Nekron,100.0,100.0,100.0,100.0,100.0,50.0
Jean Grey,Black Canary,50.0,0.0,50.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Batman,Black Alice,0.0,0.0,100.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Black Alice,65.0,90.0,85.0,80.0,100.0,50.0
Groot,Taskmaster,100.0,0.0,0.0,Groot,55.0,50.0,18.0,45.0,55.0,60.0,Taskmaster,63.33,10.33,19.33,20.0,23.33,98.33
Groot,Terra,100.0,0.0,0.0,Groot,55.0,50.0,18.0,45.0,55.0,60.0,Terra,55.0,1.0,8.0,12.5,55.0,52.5
X-23,Hawkgirl,20.0,0.0,80.0,X-23,55.0,13.0,19.33,46.67,50.0,58.33,Hawkgirl,72.5,35.0,40.0,32.5,57.5,72.5
Dazzler,Bishop,100.0,0.0,0.0,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0,Bishop,65.0,21.67,35.67,45.0,56.67,70.0
Storm,Gorilla Grodd,66.7,0.0,33.3,Storm,63.75,15.25,21.5,30.0,63.75,72.5,Gorilla Grodd,73.75,22.25,19.75,22.5,41.25,42.5
Superwoman,Batwoman V,0.0,0.0,100.0,Superwoman,68.33,88.33,76.67,71.67,80.0,66.67,Batwoman V,80.0,1.0,18.0,12.0,17.0,85.0
Rogue,Hellstorm,0.0,0.0,100.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Hellstorm,95.0,100.0,100.0,100.0,100.0,90.0
Power Girl,Nekron,0.0,0.0,100.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5,Nekron,100.0,100.0,100.0,100.0,100.0,50.0
Green Lantern,Power Girl,0.0,0.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Robin,Black Canary,0.0,0.0,100.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Blue Beetle,Clayface,100.0,0.0,0.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Blue Beetle,Cheetah,0.0,0.0,100.0,Blue Beetle,68.75,32.5,50.0,43.75,62.5,46.25,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5
Blade,Baron Zemo,100.0,0.0,0.0,Blade,62.5,22.5,25.0,22.5,35.0,87.5,Baron Zemo,81.67,6.0,16.67,13.33,15.0,76.67
Lady Shiva,Blade,100.0,0.0,0.0,Lady Shiva,66.67,9.0,19.0,9.67,14.0,100.0,Blade,62.5,22.5,25.0,22.5,35.0,87.5
Legion,Lobo,100.0,0.0,0.0,Legion,93.33,76.67,83.33,86.67,100.0,83.33,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Absorbing Man,Electro,100.0,0.0,0.0,Absorbing Man,48.33,75.0,40.67,78.33,73.33,55.0,Electro,56.0,15.4,30.2,15.6,44.0,32.0
Huntress,3-D Man,0.0,0.0,100.0,Huntress,62.0,1.0,11.8,7.0,9.6,63.0,3-D Man,55.0,9.0,9.0,9.0,60.0,30.0
Man-Bat,Green Arrow,28.6,0.0,71.4,Man-Bat,65.0,25.0,25.0,12.67,21.67,8.33,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33
A-Bomb,Mangog,0.0,0.0,100.0,A-Bomb,55.0,95.0,65.0,65.0,55.0,65.0,Mangog,60.0,100.0,100.0,100.0,100.0,80.0
Trigon,Red Hulk,76.9,0.0,23.1,Trigon,93.0,96.0,95.0,96.0,96.0,76.0,Red Hulk,85.0,100.0,100.0,100.0,100.0,75.0
Silver Samurai,Martian Manhunter,0.0,0.0,100.0,Silver Samurai,45.0,25.0,25.0,20.0,30.0,80.0,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Cheetah,Juggernaut,0.0,0.0,100.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Juggernaut,60.0,85.0,77.0,85.0,91.0,66.0
Kang,Power Girl,33.3,0.0,66.7,Kang,90.0,50.5,53.5,55.0,80.0,80.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Metamorpho,Power Girl,33.3,0.0,66.7,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Icon,Apocalypse,0.0,0.0,100.0,Icon,80.0,100.0,100.0,90.0,85.0,90.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Clayface,Batman,100.0,0.0,0.0,Clayface,57.5,25.0,30.5,18.25,40.0,34.75,Batman,82.33,17.62,21.84,18.4,24.6,92.56
Metamorpho,Green Lantern,0.0,0.0,100.0,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Starfire,Lex Luthor,0.0,0.0,100.0,Starfire,60.83,54.17,57.5,45.83,67.5,58.33,Lex Luthor,90.0,51.64,53.45,45.27,42.36,43.73
Thor,Black Flash,36.4,4.5,59.1,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Thor,Black Flash,36.4,4.5,59.1,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Iron Fist,Black Flash,0.0,0.0,100.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Odin,Death,9.1,0.0,90.9,Odin,95.0,100.0,100.0,100.0,100.0,95.0,Death,85.0,100.0,100.0,100.0,100.0,70.0
Odin,Death,9.1,0.0,90.9,Odin,95.0,100.0,100.0,100.0,100.0,95.0,Death,75.0,31.75,35.25,50.0,77.5,68.75
Odin,Death,9.1,0.0,90.9,Odin,99.5,92.5,92.5,95.0,98.0,96.5,Death,85.0,100.0,100.0,100.0,100.0,70.0
Odin,Death,9.1,0.0,90.9,Odin,99.5,92.5,92.5,95.0,98.0,96.5,Death,75.0,31.75,35.25,50.0,77.5,68.75
Ultron,Ronan The Accuser,25.0,0.0,75.0,Ultron,95.0,77.5,71.25,80.0,77.5,80.0,Ronan The Accuser,77.5,41.25,29.0,52.5,76.25,75.0
MODOK,Squirrel Girl,9.1,0.0,90.9,MODOK,95.0,14.0,55.0,60.0,55.0,9.0,Squirrel Girl,32.5,25.0,25.0,15.0,40.0,40.0
Terrax The Tamer,Squirrel Girl,25.0,0.0,75.0,Terrax The Tamer,60.0,100.0,100.0,100.0,100.0,75.0,Squirrel Girl,32.5,25.0,25.0,15.0,40.0,40.0
Squirrel Girl,Big Barda,83.3,0.0,16.7,Squirrel Girl,32.5,25.0,25.0,15.0,40.0,40.0,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Nick Fury,Squirrel Girl,0.0,0.0,100.0,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0,Squirrel Girl,32.5,25.0,25.0,15.0,40.0,40.0
Black Flash,Reverse Flash,88.9,0.0,11.1,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0,Reverse Flash,93.33,31.67,100.0,56.67,90.0,81.67
Big Barda,Medusa,66.7,0.0,33.3,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,Medusa,70.0,50.0,27.5,30.0,57.5,52.5
Big Barda,Medusa,66.7,0.0,33.3,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0,Medusa,75.0,45.0,30.0,30.0,40.0,85.0
Stargirl,Rogue,56.7,3.3,40.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5,Rogue,64.29,58.0,36.57,50.71,80.71,64.29
Mogo,Cyborg Superman,0.0,0.0,100.0,Mogo,75.0,100.0,100.0,100.0,100.0,10.0,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Klaw,Stargirl,33.3,0.0,66.7,Klaw,65.0,50.0,25.0,25.0,70.0,50.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5
Kilowog,Supergirl,0.0,0.0,100.0,Kilowog,75.0,87.5,90.0,72.5,90.0,62.5,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Batman,Black Flash,14.3,0.0,85.7,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Anti-Venom,Green Lantern,0.0,0.0,100.0,Anti-Venom,60.0,40.0,25.0,47.5,62.5,72.5,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Wonder Woman,Black Flash,16.7,0.0,83.3,Wonder Woman,79.5,88.0,76.0,73.75,81.5,87.75,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
John Constantine,Stargirl,0.0,0.0,100.0,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5
Gladiator,Thing,100.0,0.0,0.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Thing,63.75,97.5,43.75,85.0,75.0,62.5
Chameleon,Thanos,0.0,0.0,100.0,Chameleon,70.0,5.0,13.0,10.0,20.0,75.0,Thanos,94.64,96.43,77.86,86.07,93.93,96.07
Stargirl,Green Lantern,25.0,0.0,75.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37
Spider-Man,Vandal Savage,80.0,0.0,20.0,Spider-Man,76.96,43.91,34.26,34.04,51.96,68.26,Vandal Savage,86.67,11.67,8.33,25.0,36.67,83.33
Hawkeye,Wildcat,100.0,0.0,0.0,Hawkeye,64.0,2.6,10.6,10.4,17.6,82.0,Wildcat,60.0,10.0,9.0,10.5,13.0,85.0
Black Widow,Black Mask,100.0,0.0,0.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Black Mask,66.67,9.0,13.0,10.33,11.67,41.67
Black Widow,Black Manta,0.0,100.0,0.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Black Manta,67.0,23.6,23.4,28.0,33.0,71.0
Lucifer Morningstar,Galactus,94.8,0.0,5.2,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0
Lucifer Morningstar,Apocalypse,100.0,0.0,0.0,Lucifer Morningstar,100.0,68.6,71.2,74.0,96.0,100.0,Apocalypse,88.12,81.88,32.38,65.0,91.25,58.75
Hulk,Stan Lee,0.0,0.0,100.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Stan Lee,100.0,100.0,100.0,100.0,100.0,100.0
Beast Boy,Armadillo,100.0,0.0,0.0,Beast Boy,59.29,20.86,22.43,17.14,42.86,35.0,Armadillo,45.0,35.0,25.0,55.0,30.0,45.0
Groot,Exodus,33.3,0.0,66.7,Groot,55.0,50.0,18.0,45.0,55.0,60.0,Exodus,70.0,55.0,30.0,65.0,100.0,80.0
Storm,Blackfire,100.0,0.0,0.0,Storm,63.75,15.25,21.5,30.0,63.75,72.5,Blackfire,75.0,80.0,90.0,65.0,70.0,70.0
Aquaman,Clayface,100.0,0.0,0.0,Aquaman,64.09,68.64,48.82,46.55,60.0,72.73,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Donna Troy,Power Girl,0.0,0.0,100.0,Donna Troy,70.0,60.0,75.0,75.0,70.0,85.0,Power Girl,77.5,86.25,71.25,80.0,86.25,57.5
Northstar,Terrax The Tamer,0.0,0.0,100.0,Northstar,65.0,10.0,70.0,30.0,50.0,70.0,Terrax The Tamer,60.0,100.0,100.0,100.0,100.0,75.0
Hulk,Black Flash,0.0,0.0,100.0,Hulk,65.83,91.39,62.83,78.89,85.56,68.06,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Emma Frost,Black Widow,100.0,0.0,0.0,Emma Frost,67.5,15.0,6.0,35.0,62.5,50.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44
Killer Croc,Robin V,60.0,0.0,40.0,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0,Robin V,75.0,1.0,17.0,10.0,10.0,95.0
Cyborg,Killer Frost,100.0,0.0,0.0,Cyborg,73.89,55.0,47.89,41.11,58.89,42.78,Killer Frost,67.5,9.5,25.5,14.0,32.0,38.5
Ant-Man,Red Robin,100.0,0.0,0.0,Ant-Man,78.33,28.67,19.33,20.0,31.67,56.67,Red Robin,85.0,3.0,15.0,9.0,15.0,85.0
Steppenwolf,Lobo,29.7,0.0,70.3,Steppenwolf,85.0,95.0,43.33,60.0,68.33,91.67,Lobo,93.33,100.0,93.33,95.0,85.0,98.33
Vandal Savage,Superman,6.7,0.0,93.3,Vandal Savage,86.67,11.67,8.33,25.0,36.67,83.33,Superman,80.13,93.59,88.62,77.69,83.72,70.9
Cheetah,Kilowog,100.0,0.0,0.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Kilowog,75.0,87.5,90.0,72.5,90.0,62.5
Karnak,Daredevil,100.0,0.0,0.0,Karnak,75.0,25.0,25.0,20.0,25.0,100.0,Daredevil,80.0,26.5,34.25,31.0,41.75,93.75
Karnak,Nightwing,50.0,0.0,50.0,Karnak,75.0,25.0,25.0,20.0,25.0,100.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12
The Spectre,Agent 13,100.0,0.0,0.0,The Spectre,100.0,100.0,100.0,100.0,100.0,90.0,Agent 13,70.0,1.0,8.0,15.0,15.0,95.0
Sentry,Magus,0.0,50.0,50.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0,Magus,92.5,100.0,100.0,100.0,92.5,90.0
Giant-Man,Red Hulk,0.0,0.0,100.0,Giant-Man,70.0,70.0,47.5,40.0,65.0,35.0,Red Hulk,85.0,100.0,100.0,100.0,100.0,75.0
Doctor Octopus,Firestorm,0.0,0.0,100.0,Doctor Octopus,81.25,28.75,21.25,20.0,30.0,43.75,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Shadowcat,Black Canary,100.0,0.0,0.0,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Black Racer,Black Flash,100.0,0.0,0.0,Black Racer,76.67,96.67,100.0,100.0,100.0,66.67,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0
Green Lantern,Iron Monger,100.0,0.0,0.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Iron Monger,71.67,41.67,26.67,40.0,41.67,25.0
Green Lantern,Black Canary,100.0,0.0,0.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Captain Boomerang,Abomination,0.0,0.0,100.0,Captain Boomerang,55.0,8.0,20.25,10.25,11.25,46.25,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Imperiex,Tyrant,80.0,0.0,20.0,Imperiex,95.0,100.0,100.0,100.0,100.0,50.0,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0
Black Flash,Superboy-Prime,0.0,0.0,100.0,Black Flash,50.0,30.0,100.0,70.0,100.0,50.0,Superboy-Prime,80.0,100.0,100.0,100.0,100.0,100.0
Ms. Fantastic,Electro,0.0,0.0,100.0,Ms. Fantastic,80.0,6.0,25.0,85.0,85.0,60.0,Electro,56.0,15.4,30.2,15.6,44.0,32.0
Hawk,Nebula,0.0,0.0,100.0,Hawk,62.5,13.0,15.5,20.0,22.5,80.0,Nebula,76.67,46.0,47.33,48.33,53.33,86.67
Mongul The Elder,Plastic Man,100.0,0.0,0.0,Mongul The Elder,85.0,100.0,55.0,90.0,75.0,75.0,Plastic Man,70.0,45.0,25.0,60.0,60.0,60.0
Mongul The Elder,Sentry,0.0,0.0,100.0,Mongul The Elder,85.0,100.0,55.0,90.0,75.0,75.0,Sentry,83.75,100.0,100.0,100.0,100.0,65.0
Catwoman,James Gordon,100.0,0.0,0.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,James Gordon,68.33,2.33,3.0,7.67,7.67,48.33
Thing,Lionheart,100.0,0.0,0.0,Thing,63.75,97.5,43.75,85.0,75.0,62.5,Lionheart,70.0,55.0,35.0,50.0,40.0,70.0
Deadshot,Plastic Man,0.0,0.0,100.0,Deadshot,58.57,5.14,16.14,9.29,13.86,65.0,Plastic Man,70.0,45.0,25.0,60.0,60.0,60.0
Rogue,Captain Mar-vell,0.0,0.0,100.0,Rogue,64.29,58.0,36.57,50.71,80.71,64.29,Captain Mar-vell,75.0,100.0,100.0,100.0,100.0,95.0
Red Tornado,Jean Grey,0.0,0.0,100.0,Red Tornado,80.0,55.0,56.67,51.67,76.67,40.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67
Punisher,Wildcat,100.0,0.0,0.0,Punisher,62.5,8.0,14.5,12.5,16.0,77.5,Wildcat,60.0,10.0,9.0,10.5,13.0,85.0
Cheetah,Superboy,100.0,0.0,0.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Cheetah,Big Barda,0.0,0.0,100.0,Cheetah,65.0,55.0,46.0,32.5,51.25,72.5,Big Barda,72.5,87.5,65.0,75.0,67.5,100.0
Green Lantern,Vision,50.0,0.0,50.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Vision,89.17,67.5,53.33,58.33,74.17,69.17
Darkseid,Atrocitus,100.0,0.0,0.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0
Black Widow,Spoiler,100.0,0.0,0.0,Black Widow,77.22,8.33,18.11,24.89,37.44,94.44,Spoiler,80.0,1.0,17.0,5.0,15.0,80.0
